"","effect","group","level","term","estimate","std.error","conf.low","conf.high"
"132","ran_vals","distrito_nombre2","20109-Río Segundo","(Intercept)",76.3606148678602,53.2233115151163,-27.9551588397237,180.676388575444
"133","ran_vals","distrito_nombre2","20110-Desamparados","(Intercept)",-27.4265366432174,53.2233115151163,-131.742310350801,76.8892370643665
"134","ran_vals","distrito_nombre2","20111-Turrúcares","(Intercept)",49.1444126139715,53.2233115151163,-55.1713610936123,153.460186321555
"135","ran_vals","distrito_nombre2","20112-Tambor","(Intercept)",26.8847827101682,53.2233115151163,-77.4309909974156,131.200556417752
"136","ran_vals","distrito_nombre2","20113-Garita","(Intercept)",-17.9739252466785,53.2233115151163,-122.289698954262,86.3418484609053
"137","ran_vals","distrito_nombre2","20114-Sarapiquí","(Intercept)",-161.875336563033,53.2233115151163,-266.191110270616,-57.5595628554488
"138","ran_vals","distrito_nombre2","20201-San Ramón","(Intercept)",555.135660052522,53.2233115151163,450.819886344938,659.451433760106
"139","ran_vals","distrito_nombre2","20202-Santiago","(Intercept)",-38.8924015293535,53.2233115151163,-143.208175236937,65.4233721782304
"140","ran_vals","distrito_nombre2","20203-San Juan","(Intercept)",97.8727277033777,53.2233115151163,-6.44304600420608,202.188501410962
"141","ran_vals","distrito_nombre2","20204-Piedades Norte","(Intercept)",-90.3574504099971,53.2233115151163,-194.673224117581,13.9583232975867
"142","ran_vals","distrito_nombre2","20205-Piedades Sur","(Intercept)",4.17332524669813,53.2233115151163,-100.142448460886,108.489098954282
"143","ran_vals","distrito_nombre2","20206-San Rafael","(Intercept)",-112.672175696618,53.2233115151163,-216.987949404202,-8.35640198903451
"144","ran_vals","distrito_nombre2","20207-San Isidro","(Intercept)",-136.751633002653,53.2233115151163,-241.067406710237,-32.4358592950691
"145","ran_vals","distrito_nombre2","20208-Ángeles","(Intercept)",391.198306334776,53.2233115151163,286.882532627193,495.51408004236
"146","ran_vals","distrito_nombre2","20209-Alfaro","(Intercept)",-136.077776836183,53.2233115151163,-240.393550543766,-31.7620031285988
"147","ran_vals","distrito_nombre2","20210-Volio","(Intercept)",-10.7382849515125,53.2233115151163,-115.054058659096,93.5774887560714
"148","ran_vals","distrito_nombre2","20211-Concepción","(Intercept)",34.1925636261216,53.2233115151163,-70.1232100814622,138.508337333705
"149","ran_vals","distrito_nombre2","20212-Zapotal","(Intercept)",-225.306553646169,53.2233115151163,-329.622327353753,-120.990779938585
"150","ran_vals","distrito_nombre2","20213-Peñas Blancas","(Intercept)",-170.669804622209,53.2233115151163,-274.985578329793,-66.3540309146251
"151","ran_vals","distrito_nombre2","20214-San Lorenzo","(Intercept)",38.5260215150857,66.3598454301569,-91.5368855476667,168.588928577838
"152","ran_vals","distrito_nombre2","20301-Grecia","(Intercept)",230.924283062538,53.2233115151163,126.608509354954,335.240056770121
"153","ran_vals","distrito_nombre2","20302-San Isidro","(Intercept)",-19.1359621901501,53.2233115151163,-123.451735897734,85.1798115174338
"154","ran_vals","distrito_nombre2","20303-San José","(Intercept)",-78.967257967062,53.2233115151163,-183.283031674646,25.3485157405219
"155","ran_vals","distrito_nombre2","20304-San Roque","(Intercept)",30.9502433834204,53.2233115151163,-73.3655303241634,135.266017091004
"156","ran_vals","distrito_nombre2","20305-Tacares","(Intercept)",-48.1976189224557,53.2233115151163,-152.51339263004,56.1181547851281
"157","ran_vals","distrito_nombre2","20307-Puente de Piedra","(Intercept)",-92.9159685678121,53.2233115151163,-197.231742275396,11.3998051397717
"158","ran_vals","distrito_nombre2","20308-Bolívar","(Intercept)",-99.2095456471148,53.2233115151163,-203.525319354699,5.10622806046901
