cod_canton,cod_distrito,anho,defunciones_hombres,defunciones_mujeres,defunciones_total
104,10402,2016,15,9,24
104,10403,2016,19,12,31
104,10404,2016,1,4,5
104,10405,2016,3,2,5
104,10406,2016,9,4,13
104,10407,2016,0,3,3
104,10408,2016,11,7,18
104,10409,2016,6,6,12
105,10501,2016,31,21,52
105,10502,2016,12,5,17
105,10503,2016,3,5,8
106,10601,2016,78,71,149
106,10602,2016,5,5,10
106,10603,2016,21,12,33
106,10604,2016,15,15,30
106,10605,2016,4,2,6
106,10606,2016,6,0,6
106,10607,2016,25,8,33
107,10701,2016,37,36,73
107,10702,2016,17,6,23
107,10703,2016,15,10,25
107,10704,2016,0,0,0
107,10705,2016,2,6,8
107,10706,2016,0,1,1
107,10707,2016,2,1,3
108,10801,2016,138,129,267
108,10802,2016,13,5,18
108,10803,2016,42,49,91
108,10804,2016,27,25,52
108,10805,2016,72,58,130
108,10806,2016,6,8,14
108,10807,2016,51,42,93
109,10901,2016,39,21,60
109,10902,2016,13,6,19
109,10903,2016,41,38,79
109,10904,2016,17,14,31
109,10905,2016,25,14,39
109,10906,2016,6,4,10
110,11001,2016,37,36,73
110,11002,2016,34,18,52
110,11003,2016,6,3,9
110,11004,2016,59,46,105
110,11005,2016,64,63,127
111,11101,2016,53,47,100
111,11102,2016,24,14,38
111,11103,2016,30,27,57
111,11104,2016,51,46,97
111,11105,2016,16,10,26
112,11201,2016,31,29,60
112,11202,2016,10,7,17
112,11203,2016,14,8,22
112,11204,2016,2,2,4
112,11205,2016,5,6,11
113,11301,2016,94,84,178
113,11302,2016,28,33,61
113,11303,2016,20,28,48
113,11304,2016,50,23,73
113,11305,2016,29,25,54
114,11401,2016,111,126,237
114,11402,2016,20,10,30
114,11403,2016,46,26,72
115,11501,2016,71,64,135
115,11502,2016,36,33,69
115,11503,2016,7,5,12
115,11504,2016,26,20,46
116,11601,2016,5,3,8
116,11602,2016,6,0,6
116,11603,2016,3,5,8
116,11604,2016,1,0,1
116,11605,2016,5,3,8
117,11701,2016,14,16,30
117,11702,2016,0,1,1
117,11703,2016,0,3,3
118,11801,2016,101,73,174
118,11802,2016,37,36,73
118,11803,2016,9,14,23
118,11804,2016,54,29,83
119,11901,2016,139,121,260
119,11902,2016,19,12,31
119,11903,2016,75,70,145
119,11904,2016,20,11,31
119,11905,2016,23,13,36
119,11906,2016,14,15,29
119,11907,2016,12,18,30
119,11908,2016,31,17,48
119,11909,2016,10,10,20
119,11910,2016,8,3,11
119,11911,2016,11,6,17
119,11912,2016,1,1,2
120,12001,2016,11,4,15
120,12002,2016,4,3,7
120,12003,2016,8,9,17
120,12004,2016,2,1,3
120,12005,2016,7,4,11
120,12006,2016,1,3,4
201,20101,2016,197,194,391
201,20102,2016,108,97,205
201,20103,2016,18,13,31
201,20104,2016,63,63,126
201,20105,2016,45,36,81
201,20106,2016,44,37,81
201,20107,2016,20,13,33
201,20108,2016,72,37,109
201,20109,2016,38,40,78
201,20110,2016,66,59,125
201,20111,2016,26,13,39
201,20112,2016,33,31,64
201,20113,2016,22,11,33
201,20114,2016,6,5,11
202,20201,2016,70,43,113
202,20202,2016,11,14,25
202,20203,2016,40,38,78
202,20204,2016,14,14,28
202,20205,2016,11,14,25
202,20206,2016,24,13,37
202,20207,2016,16,4,20
202,20208,2016,13,13,26
202,20209,2016,13,6,19
202,20210,2016,3,4,7
202,20211,2016,7,4,11
202,20212,2016,3,1,4
202,20213,2016,17,11,28
203,20301,2016,54,54,108
203,20302,2016,15,13,28
203,20303,2016,26,12,38
203,20304,2016,39,22,61
203,20305,2016,26,10,36
203,20306,2016,15,11,26
203,20307,2016,27,18,45
203,20308,2016,12,16,28
204,20401,2016,7,8,15
204,20402,2016,2,1,3
204,20403,2016,5,3,8
204,20404,2016,6,6,12
205,20501,2016,40,37,77
205,20502,2016,10,6,16
205,20503,2016,8,4,12
205,20504,2016,5,6,11
205,20505,2016,17,9,26
205,20506,2016,4,9,13
205,20507,2016,6,10,16
205,20508,2016,2,2,4
206,20601,2016,70,54,124
206,20602,2016,15,8,23
206,20603,2016,3,7,10
206,20604,2016,14,11,25
206,20605,2016,8,13,21
206,20606,2016,11,2,13
206,20607,2016,7,9,16
206,20608,2016,10,6,16
207,20701,2016,29,15,44
207,20702,2016,27,16,43
207,20703,2016,14,14,28
207,20704,2016,3,0,3
207,20705,2016,4,7,11
207,20706,2016,9,14,23
207,20707,2016,9,11,20
208,20801,2016,23,25,48
208,20802,2016,10,3,13
208,20803,2016,15,10,25
208,20804,2016,24,11,35
208,20805,2016,5,0,5
209,20901,2016,36,20,56
209,20902,2016,3,4,7
209,20903,2016,6,5,11
209,20904,2016,15,13,28
209,20905,2016,7,4,11
210,21001,2016,104,91,195
210,21002,2016,43,35,78
210,21003,2016,0,0,0
210,21004,2016,48,38,86
210,21005,2016,32,16,48
210,21006,2016,38,26,64
210,21007,2016,29,19,48
210,21008,2016,16,5,21
210,21009,2016,22,11,33
210,21010,2016,1,2,3
210,21011,2016,24,16,40
210,21012,2016,6,6,12
210,21013,2016,35,23,58
211,21101,2016,20,23,43
211,21102,2016,1,1,2
211,21103,2016,1,4,5
211,21104,2016,0,3,3
211,21105,2016,2,2,4
211,21106,2016,3,1,4
211,21107,2016,2,2,4
212,21201,2016,23,16,39
212,21202,2016,12,8,20
212,21203,2016,0,2,2
212,21204,2016,13,5,18
212,21205,2016,4,3,7
213,21301,2016,42,19,61
213,21302,2016,5,5,10
213,21303,2016,27,18,45
213,21304,2016,18,11,29
213,21305,2016,11,6,17
213,21306,2016,9,8,17
213,21307,2016,10,5,15
213,21308,2016,5,3,8
214,21401,2016,33,20,53
214,21402,2016,6,3,9
214,21403,2016,13,9,22
214,21404,2016,6,2,8
215,21501,2016,23,16,39
215,21502,2016,7,3,10
215,21503,2016,3,1,4
215,21504,2016,9,7,16
301,30101,2016,88,74,162
301,30102,2016,42,36,78
301,30103,2016,36,41,77
301,30104,2016,75,64,139
301,30105,2016,66,40,106
301,30106,2016,44,32,76
301,30107,2016,36,24,60
301,30108,2016,17,13,30
301,30109,2016,30,21,51
301,30110,2016,11,7,18
301,30111,2016,8,10,18
302,30201,2016,60,47,107
302,30202,2016,15,9,24
302,30203,2016,18,13,31
302,30204,2016,12,13,25
302,30205,2016,26,26,52
303,30301,2016,52,49,101
303,30302,2016,36,30,66
303,30303,2016,16,18,34
303,30304,2016,35,23,58
303,30305,2016,38,33,71
303,30306,2016,39,16,55
303,30307,2016,12,11,23
303,30308,2016,16,16,32
304,30401,2016,20,19,39
304,30402,2016,16,4,20
304,30403,2016,11,10,21
305,30501,2016,103,66,169
305,30502,2016,19,23,42
305,30503,2016,1,2,3
305,30504,2016,8,5,13
305,30505,2016,21,7,28
305,30506,2016,16,6,22
305,30507,2016,3,5,8
305,30508,2016,3,8,11
305,30509,2016,12,20,32
305,30510,2016,7,3,10
305,30511,2016,23,10,33
305,30512,2016,8,11,19
306,30601,2016,15,12,27
306,30602,2016,18,10,28
306,30603,2016,7,2,9
307,30701,2016,58,60,118
307,30702,2016,17,27,44
307,30703,2016,3,0,3
307,30704,2016,10,6,16
307,30705,2016,6,4,10
308,30801,2016,73,45,118
308,30802,2016,30,17,47
308,30803,2016,13,15,28
308,30804,2016,0,0,0
401,40101,2016,93,94,187
401,40102,2016,70,66,136
401,40103,2016,123,119,242
401,40104,2016,52,44,96
401,40105,2016,4,1,5
402,40201,2016,18,18,36
402,40202,2016,22,17,39
402,40203,2016,14,12,26
402,40204,2016,5,6,11
402,40205,2016,10,20,30
402,40206,2016,12,11,23
403,40301,2016,30,33,63
403,40302,2016,14,18,32
403,40303,2016,19,16,35
403,40304,2016,6,6,12
403,40305,2016,24,8,32
403,40306,2016,28,19,47
403,40307,2016,8,10,18
403,40308,2016,6,8,14
404,40401,2016,28,24,52
404,40402,2016,14,6,20
404,40403,2016,15,15,30
404,40404,2016,23,16,39
404,40405,2016,9,10,19
404,40406,2016,13,6,19
405,40501,2016,40,30,70
405,40502,2016,33,31,64
405,40503,2016,10,14,24
405,40504,2016,34,18,52
405,40505,2016,15,8,23
406,40601,2016,24,24,48
406,40602,2016,21,19,40
406,40603,2016,10,3,13
406,40604,2016,3,5,8
407,40701,2016,35,29,64
407,40702,2016,26,9,35
407,40703,2016,20,13,33
408,40801,2016,28,30,58
408,40802,2016,7,10,17
408,40803,2016,9,2,11
409,40901,2016,75,67,142
409,40902,2016,5,2,7
410,41001,2016,41,22,63
410,41002,2016,21,8,29
410,41003,2016,79,45,124
410,41004,2016,2,1,3
410,41005,2016,3,1,4
501,50101,2016,183,104,287
501,50102,2016,9,3,12
501,50103,2016,5,4,9
501,50104,2016,6,4,10
501,50105,2016,2,7,9
502,50201,2016,100,84,184
502,50202,2016,21,21,42
502,50203,2016,26,25,51
502,50204,2016,12,13,25
502,50205,2016,11,2,13
502,50206,2016,17,4,21
502,50207,2016,10,8,18
503,50301,2016,98,71,169
503,50302,2016,4,3,7
503,50303,2016,28,21,49
503,50304,2016,18,8,26
503,50305,2016,10,11,21
503,50306,2016,3,1,4
503,50307,2016,6,9,15
503,50308,2016,24,14,38
503,50309,2016,18,9,27
504,50401,2016,43,28,71
504,50402,2016,8,6,14
504,50403,2016,6,8,14
504,50404,2016,5,2,7
505,50501,2016,39,21,60
505,50502,2016,21,13,34
505,50503,2016,56,17,73
505,50504,2016,25,20,45
506,50601,2016,77,51,128
506,50602,2016,6,1,7
506,50603,2016,9,3,12
506,50604,2016,12,3,15
506,50605,2016,1,1,2
507,50701,2016,37,25,62
507,50702,2016,6,4,10
507,50703,2016,4,5,9
507,50704,2016,13,6,19
508,50801,2016,26,18,44
508,50802,2016,7,8,15
508,50803,2016,10,5,15
508,50804,2016,6,2,8
508,50805,2016,3,2,5
508,50806,2016,10,3,13
508,50807,2016,10,5,15
509,50901,2016,15,5,20
509,50902,2016,3,3,6
509,50903,2016,5,3,8
509,50904,2016,6,2,8
509,50905,2016,3,0,3
509,50906,2016,7,8,15
510,51001,2016,30,17,47
510,51002,2016,12,8,20
510,51003,2016,5,1,6
510,51004,2016,8,7,15
511,51101,2016,17,9,26
511,51102,2016,1,0,1
511,51103,2016,3,1,4
511,51104,2016,2,1,3
601,60101,2016,59,37,96
601,60102,2016,10,6,16
601,60103,2016,14,13,27
601,60104,2016,20,26,46
601,60105,2016,16,9,25
601,60106,2016,7,5,12
601,60107,2016,1,1,2
601,60108,2016,87,77,164
612,61201,2016,13,5,18
601,60110,2016,0,0,0
601,60111,2016,20,11,31
601,60112,2016,68,45,113
601,60113,2016,5,3,8
601,60114,2016,5,6,11
601,60115,2016,52,31,83
601,60116,2016,2,0,2
602,60201,2016,57,41,98
602,60202,2016,11,6,17
602,60203,2016,14,11,25
602,60204,2016,11,1,12
602,60205,2016,3,0,3
602,60206,2016,5,2,7
603,60301,2016,60,37,97
603,60302,2016,7,8,15
603,60303,2016,13,9,22
603,60304,2016,10,3,13
603,60305,2016,2,2,4
603,60306,2016,2,2,4
603,60307,2016,2,3,5
603,60308,2016,4,8,12
603,60309,2016,0,0,0
604,60401,2016,34,13,47
604,60402,2016,2,1,3
604,60403,2016,6,8,14
605,60501,2016,29,16,45
605,60502,2016,55,19,74
605,60503,2016,9,2,11
605,60504,2016,15,2,17
605,60505,2016,16,7,23
605,60506,2016,4,1,5
606,60601,2016,65,40,105
606,60602,2016,12,4,16
606,60603,2016,8,8,16
607,60701,2016,33,28,61
613,61301,2016,27,13,40
607,60703,2016,43,19,62
607,60704,2016,23,9,32
608,60801,2016,38,15,53
608,60802,2016,26,17,43
608,60803,2016,17,8,25
608,60804,2016,18,12,30
608,60805,2016,4,2,6
608,60806,2016,9,3,12
609,60901,2016,53,41,94
610,61001,2016,48,32,80
610,61002,2016,15,8,23
610,61003,2016,30,22,52
610,61004,2016,25,20,45
611,61101,2016,39,21,60
611,61102,2016,11,10,21
701,70101,2016,238,170,408
701,70102,2016,31,22,53
701,70103,2016,19,6,25
701,70104,2016,25,12,37
702,70201,2016,99,67,166
702,70202,2016,24,17,41
702,70203,2016,56,40,96
702,70204,2016,30,15,45
702,70205,2016,111,73,184
702,70206,2016,9,5,14
702,70207,2016,10,5,15
703,70301,2016,92,54,146
703,70302,2016,25,9,34
703,70303,2016,4,3,7
703,70304,2016,9,4,13
703,70305,2016,18,12,30
703,70306,2016,12,8,20
704,70401,2016,26,11,37
704,70402,2016,30,5,35
704,70403,2016,31,17,48
704,70404,2016,10,9,19
705,70501,2016,19,13,32
705,70502,2016,55,29,84
705,70503,2016,27,14,41
706,70601,2016,50,34,84
706,70602,2016,7,3,10
706,70603,2016,9,14,23
706,70604,2016,18,11,29
706,70605,2016,13,8,21
101,10101,2017,50,56,106
101,10102,2017,59,36,95
101,10103,2017,98,67,165
101,10104,2017,81,53,134
101,10105,2017,64,74,138
101,10106,2017,67,77,144
101,10107,2017,89,68,157
101,10108,2017,39,23,62
101,10109,2017,229,190,419
101,10110,2017,177,187,364
101,10111,2017,132,115,247
102,10201,2017,67,68,135
102,10202,2017,56,53,109
102,10203,2017,89,64,153
103,10301,2017,133,152,285
103,10302,2017,98,94,192
103,10303,2017,47,38,85
103,10304,2017,45,46,91
103,10305,2017,26,28,54
103,10306,2017,13,6,19
103,10307,2017,26,24,50
103,10308,2017,14,10,24
103,10309,2017,10,4,14
103,10310,2017,27,37,64
103,10311,2017,53,44,97
103,10312,2017,38,36,74
103,10313,2017,45,47,92
104,10401,2017,39,27,66
104,10402,2017,18,12,30
104,10403,2017,17,11,28
104,10404,2017,5,2,7
104,10405,2017,5,2,7
104,10406,2017,8,4,12
104,10407,2017,0,0,0
104,10408,2017,11,5,16
104,10409,2017,11,2,13
105,10501,2017,33,26,59
105,10502,2017,9,9,18
105,10503,2017,3,6,9
106,10601,2017,86,78,164
106,10602,2017,7,6,13
106,10603,2017,13,14,27
106,10604,2017,15,17,32
106,10605,2017,6,3,9
106,10606,2017,1,1,2
106,10607,2017,18,20,38
107,10701,2017,51,32,83
107,10702,2017,18,7,25
107,10703,2017,9,7,16
107,10704,2017,0,1,1
107,10705,2017,1,2,3
107,10706,2017,1,1,2
107,10707,2017,2,2,4
108,10801,2017,159,134,293
108,10802,2017,11,9,20
108,10803,2017,66,50,116
108,10804,2017,24,32,56
108,10805,2017,79,79,158
108,10806,2017,8,4,12
108,10807,2017,68,53,121
109,10901,2017,37,40,77
109,10902,2017,7,7,14
109,10903,2017,37,31,68
109,10904,2017,14,18,32
109,10905,2017,33,18,51
109,10906,2017,5,3,8
110,11001,2017,65,39,104
110,11002,2017,24,27,51
110,11003,2017,3,5,8
110,11004,2017,52,37,89
110,11005,2017,61,52,113
111,11101,2017,68,63,131
111,11102,2017,19,7,26
111,11103,2017,25,22,47
111,11104,2017,54,42,96
111,11105,2017,21,16,37
112,11201,2017,34,21,55
112,11202,2017,4,3,7
112,11203,2017,11,6,17
112,11204,2017,7,1,8
112,11205,2017,7,0,7
113,11301,2017,100,111,211
113,11302,2017,33,27,60
113,11303,2017,30,29,59
113,11304,2017,41,29,70
113,11305,2017,29,25,54
114,11401,2017,111,99,210
114,11402,2017,17,15,32
114,11403,2017,48,21,69
115,11501,2017,95,99,194
115,11502,2017,35,31,66
115,11503,2017,6,6,12
115,11504,2017,17,12,29
116,11601,2017,5,5,10
116,11602,2017,0,1,1
116,11603,2017,3,3,6
116,11604,2017,1,1,2
116,11605,2017,3,1,4
117,11701,2017,17,17,34
117,11702,2017,1,0,1
117,11703,2017,4,3,7
118,11801,2017,83,94,177
118,11802,2017,26,31,57
118,11803,2017,11,15,26
118,11804,2017,30,34,64
119,11901,2017,139,146,285
119,11902,2017,12,11,23
119,11903,2017,104,79,183
119,11904,2017,11,9,20
119,11905,2017,31,8,39
119,11906,2017,15,11,26
119,11907,2017,19,9,28
119,11908,2017,22,13,35
119,11909,2017,10,2,12
119,11910,2017,13,7,20
119,11911,2017,17,9,26
119,11912,2017,1,2,3
120,12001,2017,11,12,23
120,12002,2017,2,2,4
120,12003,2017,11,4,15
120,12004,2017,3,4,7
120,12005,2017,9,2,11
120,12006,2017,6,2,8
201,20101,2017,244,206,450
201,20102,2017,93,74,167
201,20103,2017,17,20,37
201,20104,2017,77,53,130
201,20105,2017,46,40,86
201,20106,2017,36,35,71
201,20107,2017,27,9,36
201,20108,2017,51,31,82
201,20109,2017,26,26,52
201,20110,2017,60,62,122
201,20111,2017,24,14,38
201,20112,2017,34,26,60
201,20113,2017,17,9,26
201,20114,2017,3,2,5
202,20201,2017,50,44,94
202,20202,2017,12,7,19
202,20203,2017,30,42,72
202,20204,2017,23,9,32
202,20205,2017,10,10,20
202,20206,2017,19,14,33
202,20207,2017,6,6,12
202,20208,2017,16,6,22
202,20209,2017,19,15,34
202,20210,2017,6,5,11
202,20211,2017,5,7,12
202,20212,2017,0,2,2
202,20213,2017,10,16,26
202,20214,2017,9,0,9
203,20301,2017,66,52,118
203,20302,2017,18,15,33
203,20303,2017,19,19,38
203,20304,2017,42,30,72
203,20305,2017,14,18,32
203,20306,2017,19,7,26
203,20307,2017,25,17,42
203,20308,2017,16,16,32
204,20401,2017,16,7,23
204,20402,2017,2,1,3
204,20403,2017,10,6,16
204,20404,2017,0,1,1
205,20501,2017,32,27,59
205,20502,2017,12,9,21
205,20503,2017,10,6,16
205,20504,2017,3,6,9
205,20505,2017,10,11,21
205,20506,2017,5,2,7
205,20507,2017,4,3,7
205,20508,2017,2,3,5
206,20601,2017,52,51,103
206,20602,2017,15,5,20
206,20603,2017,9,6,15
206,20604,2017,7,10,17
206,20605,2017,11,6,17
206,20606,2017,10,7,17
206,20607,2017,9,12,21
206,20608,2017,8,8,16
207,20701,2017,22,14,36
207,20702,2017,31,19,50
207,20703,2017,14,19,33
207,20704,2017,8,6,14
207,20705,2017,5,5,10
207,20706,2017,13,16,29
207,20707,2017,14,15,29
208,20801,2017,36,19,55
208,20802,2017,6,10,16
208,20803,2017,12,11,23
208,20804,2017,29,20,49
208,20805,2017,3,2,5
209,20901,2017,35,29,64
209,20902,2017,8,6,14
209,20903,2017,6,2,8
209,20904,2017,22,8,30
209,20905,2017,4,2,6
210,21001,2017,117,99,216
210,21002,2017,51,36,87
210,21003,2017,2,0,2
210,21004,2017,52,35,87
210,21005,2017,20,16,36
210,21006,2017,36,17,53
210,21007,2017,29,21,50
210,21008,2017,27,16,43
210,21009,2017,18,7,25
210,21010,2017,4,3,7
210,21011,2017,22,20,42
210,21012,2017,8,6,14
210,21013,2017,42,15,57
211,21101,2017,25,19,44
211,21102,2017,5,4,9
211,21103,2017,3,2,5
211,21104,2017,0,1,1
211,21105,2017,1,3,4
211,21106,2017,1,0,1
211,21107,2017,4,2,6
212,21201,2017,21,25,46
212,21202,2017,16,15,31
212,21203,2017,1,1,2
212,21204,2017,11,6,17
212,21205,2017,4,4,8
213,21301,2017,50,24,74
213,21302,2017,13,4,17
213,21303,2017,15,14,29
213,21304,2017,22,13,35
213,21305,2017,10,9,19
213,21306,2017,10,3,13
213,21307,2017,7,10,17
213,21308,2017,7,3,10
214,21401,2017,38,18,56
214,21402,2017,5,2,7
214,21403,2017,12,9,21
214,21404,2017,2,1,3
215,21501,2017,25,7,32
215,21502,2017,6,5,11
215,21503,2017,1,1,2
215,21504,2017,8,7,15
301,30101,2017,120,96,216
301,30102,2017,28,27,55
301,30103,2017,54,36,90
301,30104,2017,64,52,116
301,30105,2017,70,66,136
301,30106,2017,50,26,76
301,30107,2017,37,22,59
301,30108,2017,14,10,24
301,30109,2017,33,17,50
301,30110,2017,16,8,24
301,30111,2017,12,7,19
302,30201,2017,61,53,114
302,30202,2017,12,7,19
302,30203,2017,19,18,37
302,30204,2017,18,11,29
302,30205,2017,34,25,59
303,30301,2017,63,69,132
303,30302,2017,42,41,83
303,30303,2017,16,14,30
303,30304,2017,27,22,49
303,30305,2017,35,35,70
303,30306,2017,19,8,27
303,30307,2017,9,4,13
303,30308,2017,26,11,37
304,30401,2017,14,13,27
304,30402,2017,6,7,13
304,30403,2017,13,8,21
305,30501,2017,106,85,191
305,30502,2017,29,17,46
305,30503,2017,1,1,2
305,30504,2017,12,9,21
305,30505,2017,20,13,33
305,30506,2017,16,9,25
305,30507,2017,9,1,10
305,30508,2017,4,4,8
305,30509,2017,21,11,32
305,30510,2017,3,1,4
305,30511,2017,21,13,34
305,30512,2017,17,7,24
306,30601,2017,13,11,24
306,30602,2017,14,12,26
306,30603,2017,5,5,10
307,30701,2017,83,68,151
307,30702,2017,24,9,33
307,30703,2017,7,6,13
307,30704,2017,11,6,17
307,30705,2017,3,5,8
308,30801,2017,73,61,134
308,30802,2017,24,25,49
308,30803,2017,17,11,28
308,30804,2017,2,0,2
401,40101,2017,97,86,183
401,40102,2017,68,61,129
401,40103,2017,102,104,206
401,40104,2017,44,52,96
401,40105,2017,2,1,3
402,40201,2017,25,26,51
402,40202,2017,29,20,49
402,40203,2017,15,17,32
402,40204,2017,10,5,15
402,40205,2017,19,14,33
402,40206,2017,14,11,25
403,40301,2017,49,47,96
403,40302,2017,6,8,14
403,40303,2017,17,16,33
403,40304,2017,12,5,17
403,40305,2017,17,20,37
403,40306,2017,17,16,33
403,40307,2017,2,8,10
403,40308,2017,13,6,19
404,40401,2017,28,33,61
404,40402,2017,15,12,27
404,40403,2017,13,17,30
404,40404,2017,23,18,41
404,40405,2017,8,10,18
404,40406,2017,8,6,14
405,40501,2017,51,29,80
405,40502,2017,31,23,54
405,40503,2017,8,13,21
405,40504,2017,16,25,41
405,40505,2017,14,9,23
406,40601,2017,35,21,56
406,40602,2017,16,10,26
406,40603,2017,5,7,12
406,40604,2017,4,4,8
407,40701,2017,30,22,52
407,40702,2017,21,9,30
407,40703,2017,11,15,26
408,40801,2017,42,33,75
408,40802,2017,8,6,14
408,40803,2017,10,9,19
409,40901,2017,74,59,133
409,40902,2017,5,1,6
410,41001,2017,65,28,93
410,41002,2017,36,15,51
410,41005,2017,0,0,0
410,41003,2017,54,33,87
410,41004,2017,1,0,1
501,50101,2017,165,112,277
501,50102,2017,15,11,26
501,50103,2017,3,2,5
501,50104,2017,2,5,7
501,50105,2017,5,4,9
502,50201,2017,100,73,173
502,50202,2017,16,23,39
502,50203,2017,35,31,66
502,50204,2017,14,9,23
502,50205,2017,7,5,12
502,50206,2017,14,9,23
502,50207,2017,8,5,13
503,50301,2017,88,62,150
503,50302,2017,10,4,14
503,50303,2017,18,15,33
503,50304,2017,16,7,23
503,50305,2017,15,10,25
503,50306,2017,6,2,8
503,50307,2017,13,15,28
503,50308,2017,18,7,25
503,50309,2017,16,10,26
504,50401,2017,44,22,66
504,50402,2017,12,9,21
504,50403,2017,9,5,14
504,50404,2017,3,1,4
505,50501,2017,30,19,49
505,50502,2017,15,10,25
505,50503,2017,65,37,102
505,50504,2017,33,16,49
506,50601,2017,69,63,132
506,50602,2017,1,0,1
506,50603,2017,6,3,9
506,50604,2017,8,3,11
506,50605,2017,2,0,2
507,50701,2017,41,33,74
507,50702,2017,6,2,8
507,50703,2017,5,4,9
507,50704,2017,22,12,34
508,50801,2017,36,25,61
508,50802,2017,9,3,12
508,50803,2017,2,3,5
508,50804,2017,3,1,4
508,50805,2017,2,0,2
508,50806,2017,6,3,9
508,50807,2017,12,3,15
509,50901,2017,13,7,20
509,50902,2017,5,1,6
509,50903,2017,1,2,3
509,50904,2017,3,5,8
509,50905,2017,4,1,5
509,50906,2017,6,10,16
510,51001,2017,34,22,56
510,51002,2017,19,10,29
510,51003,2017,1,3,4
510,51004,2017,7,8,15
511,51101,2017,19,9,28
511,51102,2017,1,0,1
511,51103,2017,3,1,4
511,51104,2017,3,1,4
601,60101,2017,55,40,95
601,60102,2017,6,6,12
601,60103,2017,17,11,28
601,60104,2017,28,22,50
601,60105,2017,14,10,24
601,60106,2017,6,3,9
601,60107,2017,1,1,2
601,60108,2017,100,70,170
612,61201,2017,8,4,12
601,60110,2017,0,0,0
601,60111,2017,27,14,41
601,60112,2017,60,42,102
601,60113,2017,4,5,9
601,60114,2017,4,1,5
601,60115,2017,39,29,68
601,60116,2017,1,0,1
602,60201,2017,53,39,92
602,60202,2017,16,10,26
602,60203,2017,17,4,21
602,60204,2017,1,1,2
602,60205,2017,1,2,3
602,60206,2017,6,6,12
603,60301,2017,56,38,94
603,60302,2017,10,5,15
603,60303,2017,21,8,29
603,60304,2017,13,4,17
603,60305,2017,5,2,7
603,60306,2017,0,1,1
603,60307,2017,1,0,1
603,60308,2017,3,2,5
603,60309,2017,4,7,11
604,60401,2017,28,25,53
604,60402,2017,4,4,8
604,60403,2017,7,8,15
605,60501,2017,28,21,49
605,60502,2017,39,27,66
605,60503,2017,7,9,16
605,60504,2017,16,10,26
605,60505,2017,10,12,22
605,60506,2017,1,1,2
606,60601,2017,73,34,107
606,60602,2017,9,4,13
606,60603,2017,10,6,16
607,60701,2017,39,22,61
613,61301,2017,25,13,38
607,60703,2017,37,29,66
607,60704,2017,12,4,16
608,60801,2017,30,16,46
608,60802,2017,28,19,47
608,60803,2017,17,15,32
608,60804,2017,8,6,14
608,60805,2017,2,2,4
608,60806,2017,8,10,18
609,60901,2017,56,36,92
610,61001,2017,53,47,100
610,61002,2017,19,9,28
610,61003,2017,28,15,43
610,61004,2017,18,12,30
611,61101,2017,46,18,64
611,61102,2017,17,11,28
701,70101,2017,258,169,427
701,70102,2017,28,20,48
701,70103,2017,18,9,27
701,70104,2017,30,12,42
702,70201,2017,120,76,196
702,70202,2017,33,18,51
702,70203,2017,55,50,105
702,70204,2017,30,23,53
702,70205,2017,121,69,190
702,70206,2017,5,2,7
702,70207,2017,5,5,10
703,70301,2017,78,68,146
703,70302,2017,20,10,30
703,70303,2017,7,4,11
703,70304,2017,13,7,20
703,70305,2017,20,11,31
703,70306,2017,9,5,14
704,70401,2017,23,17,40
704,70402,2017,16,9,25
704,70403,2017,38,15,53
704,70404,2017,11,11,22
705,70501,2017,25,9,34
705,70502,2017,58,26,84
705,70503,2017,22,12,34
706,70601,2017,74,40,114
706,70602,2017,2,3,5
706,70603,2017,22,13,35
706,70604,2017,26,16,42
706,70605,2017,15,9,24
101,10101,2018,36,36,72
101,10102,2018,68,56,124
101,10103,2018,107,73,180
101,10104,2018,80,53,133
101,10105,2018,61,58,119
101,10106,2018,67,69,136
101,10107,2018,87,61,148
101,10108,2018,42,26,68
101,10109,2018,213,177,390
101,10110,2018,203,167,370
101,10111,2018,135,114,249
102,10201,2018,63,60,123
102,10202,2018,58,50,108
102,10203,2018,88,59,147
103,10301,2018,141,118,259
103,10302,2018,111,87,198
103,10303,2018,60,36,96
103,10304,2018,39,42,81
103,10305,2018,36,27,63
103,10306,2018,15,4,19
103,10307,2018,33,24,57
103,10308,2018,10,10,20
103,10309,2018,7,6,13
103,10310,2018,28,24,52
103,10311,2018,69,55,124
103,10312,2018,50,39,89
103,10313,2018,52,47,99
104,10401,2018,30,17,47
104,10402,2018,20,10,30
104,10403,2018,19,10,29
104,10404,2018,5,6,11
104,10405,2018,7,5,12
104,10406,2018,3,5,8
104,10407,2018,3,3,6
104,10408,2018,11,11,22
104,10409,2018,13,4,17
105,10501,2018,31,21,52
105,10502,2018,12,8,20
105,10503,2018,7,1,8
106,10601,2018,83,83,166
106,10602,2018,10,6,16
106,10603,2018,21,11,32
106,10604,2018,21,12,33
106,10605,2018,5,2,7
106,10606,2018,1,1,2
106,10607,2018,28,15,43
107,10701,2018,40,38,78
107,10702,2018,13,13,26
107,10703,2018,11,11,22
107,10704,2018,1,0,1
107,10705,2018,2,4,6
107,10706,2018,2,3,5
107,10707,2018,0,4,4
108,10801,2018,158,140,298
108,10802,2018,6,15,21
108,10803,2018,57,46,103
108,10804,2018,34,32,66
108,10805,2018,85,65,150
108,10806,2018,8,9,17
108,10807,2018,66,43,109
