cod_canton,cod_distrito,anho,defunciones_hombres,defunciones_mujeres,defunciones_total
109,10901,2018,30,34,64
109,10902,2018,12,12,24
109,10903,2018,38,20,58
109,10904,2018,26,16,42
109,10905,2018,30,20,50
109,10906,2018,4,2,6
110,11001,2018,41,25,66
110,11002,2018,28,28,56
110,11003,2018,11,8,19
110,11004,2018,56,30,86
110,11005,2018,87,62,149
111,11101,2018,50,51,101
111,11102,2018,18,13,31
111,11103,2018,27,21,48
111,11104,2018,47,66,113
111,11105,2018,21,16,37
112,11201,2018,41,20,61
112,11202,2018,10,5,15
112,11203,2018,10,10,20
112,11204,2018,11,3,14
112,11205,2018,5,3,8
113,11301,2018,90,99,189
113,11302,2018,33,25,58
113,11303,2018,37,25,62
113,11304,2018,52,38,90
113,11305,2018,36,25,61
114,11401,2018,114,111,225
114,11402,2018,15,17,32
114,11403,2018,53,41,94
115,11501,2018,87,85,172
115,11502,2018,35,35,70
115,11503,2018,11,4,15
115,11504,2018,21,20,41
116,11601,2018,2,4,6
116,11602,2018,2,4,6
116,11603,2018,2,4,6
116,11604,2018,0,1,1
116,11605,2018,9,3,12
117,11701,2018,10,15,25
117,11702,2018,2,0,2
117,11703,2018,4,4,8
118,11801,2018,78,86,164
118,11802,2018,39,23,62
118,11803,2018,14,16,30
118,11804,2018,55,26,81
119,11901,2018,122,93,215
119,11902,2018,13,10,23
119,11903,2018,84,72,156
119,11904,2018,15,7,22
119,11905,2018,34,21,55
119,11906,2018,17,6,23
119,11907,2018,14,11,25
119,11908,2018,24,18,42
119,11909,2018,6,6,12
119,11910,2018,7,6,13
119,11911,2018,13,9,22
119,11912,2018,5,6,11
120,12001,2018,8,6,14
120,12002,2018,0,4,4
120,12003,2018,6,2,8
120,12004,2018,5,2,7
120,12005,2018,2,5,7
120,12006,2018,2,4,6
201,20101,2018,218,209,427
201,20102,2018,105,99,204
201,20103,2018,16,17,33
201,20104,2018,81,59,140
201,20105,2018,48,39,87
201,20106,2018,39,32,71
201,20107,2018,33,6,39
201,20108,2018,79,37,116
201,20109,2018,46,32,78
201,20110,2018,60,52,112
201,20111,2018,20,16,36
201,20112,2018,43,26,69
201,20113,2018,21,22,43
201,20114,2018,4,3,7
202,20201,2018,63,49,112
202,20202,2018,17,14,31
202,20203,2018,48,40,88
202,20204,2018,20,19,39
202,20205,2018,10,9,19
202,20206,2018,23,17,40
202,20207,2018,7,5,12
202,20208,2018,9,13,22
202,20209,2018,13,15,28
202,20210,2018,7,6,13
202,20211,2018,7,9,16
202,20212,2018,0,0,0
202,20213,2018,18,16,34
202,20214,2018,8,2,10
203,20301,2018,73,44,117
203,20302,2018,14,17,31
203,20303,2018,26,10,36
203,20304,2018,40,31,71
203,20305,2018,22,18,40
203,20306,2018,22,15,37
203,20307,2018,24,29,53
203,20308,2018,19,16,35
204,20401,2018,9,4,13
204,20402,2018,1,0,1
204,20403,2018,6,8,14
204,20404,2018,1,1,2
205,20501,2018,47,34,81
205,20502,2018,7,9,16
205,20503,2018,9,5,14
205,20504,2018,6,4,10
205,20505,2018,8,10,18
205,20506,2018,4,5,9
205,20507,2018,10,7,17
205,20508,2018,2,3,5
206,20601,2018,44,36,80
206,20602,2018,14,4,18
206,20603,2018,6,9,15
206,20604,2018,8,7,15
206,20605,2018,12,6,18
206,20606,2018,12,10,22
206,20607,2018,12,6,18
206,20608,2018,10,6,16
207,20701,2018,27,17,44
207,20702,2018,36,23,59
207,20703,2018,12,17,29
207,20704,2018,6,7,13
207,20705,2018,4,5,9
207,20706,2018,15,13,28
207,20707,2018,11,13,24
208,20801,2018,31,30,61
208,20802,2018,9,7,16
208,20803,2018,9,13,22
208,20804,2018,26,10,36
208,20805,2018,8,4,12
209,20901,2018,40,31,71
209,20902,2018,4,6,10
209,20903,2018,2,0,2
209,20904,2018,20,11,31
209,20905,2018,2,2,4
210,21001,2018,133,104,237
210,21002,2018,43,34,77
210,21003,2018,0,2,2
210,21004,2018,49,35,84
210,21005,2018,16,26,42
210,21006,2018,46,29,75
210,21007,2018,29,25,54
210,21008,2018,15,12,27
210,21009,2018,15,8,23
210,21010,2018,4,2,6
210,21011,2018,28,23,51
210,21012,2018,4,8,12
210,21013,2018,36,24,60
211,21101,2018,17,11,28
211,21102,2018,2,1,3
211,21103,2018,4,2,6
211,21104,2018,1,0,1
211,21105,2018,2,4,6
211,21106,2018,2,0,2
211,21107,2018,6,4,10
212,21201,2018,34,21,55
212,21202,2018,11,15,26
212,21203,2018,1,0,1
212,21204,2018,10,8,18
212,21205,2018,4,1,5
213,21301,2018,43,21,64
213,21302,2018,12,11,23
213,21303,2018,18,14,32
213,21304,2018,17,6,23
213,21305,2018,12,8,20
213,21306,2018,10,4,14
213,21307,2018,11,7,18
213,21308,2018,6,6,12
214,21401,2018,34,16,50
214,21402,2018,7,5,12
214,21403,2018,21,5,26
214,21404,2018,5,1,6
215,21501,2018,28,18,46
215,21502,2018,5,4,9
215,21503,2018,1,1,2
215,21504,2018,11,11,22
301,30101,2018,78,80,158
301,30102,2018,49,27,76
301,30103,2018,62,40,102
301,30104,2018,64,64,128
301,30105,2018,67,51,118
301,30106,2018,41,35,76
301,30107,2018,32,18,50
301,30108,2018,18,6,24
301,30109,2018,34,23,57
301,30110,2018,22,14,36
301,30111,2018,11,10,21
302,30201,2018,58,71,129
302,30202,2018,17,10,27
302,30203,2018,19,21,40
302,30204,2018,13,17,30
302,30205,2018,33,23,56
303,30301,2018,46,51,97
303,30302,2018,50,31,81
303,30303,2018,17,12,29
303,30304,2018,31,16,47
303,30305,2018,57,32,89
303,30306,2018,31,17,48
303,30307,2018,13,17,30
303,30308,2018,24,14,38
304,30401,2018,20,18,38
304,30402,2018,17,8,25
304,30403,2018,9,12,21
305,30501,2018,85,82,167
305,30502,2018,23,16,39
305,30503,2018,3,2,5
305,30504,2018,14,11,25
305,30505,2018,13,11,24
305,30506,2018,11,11,22
305,30507,2018,4,7,11
305,30508,2018,5,6,11
305,30509,2018,12,17,29
305,30510,2018,6,3,9
305,30511,2018,13,11,24
305,30512,2018,9,9,18
306,30601,2018,13,12,25
306,30602,2018,21,14,35
306,30603,2018,8,5,13
307,30701,2018,93,67,160
307,30702,2018,34,23,57
307,30703,2018,9,2,11
307,30704,2018,13,7,20
307,30705,2018,8,8,16
308,30801,2018,71,64,135
308,30802,2018,25,18,43
308,30803,2018,10,12,22
308,30804,2018,0,1,1
401,40101,2018,111,87,198
401,40102,2018,60,43,103
401,40103,2018,138,102,240
401,40104,2018,50,55,105
401,40105,2018,2,0,2
402,40201,2018,26,20,46
402,40202,2018,27,18,45
402,40203,2018,21,9,30
402,40204,2018,12,10,22
402,40205,2018,30,16,46
402,40206,2018,16,12,28
403,40301,2018,36,29,65
403,40302,2018,21,16,37
403,40303,2018,17,12,29
403,40304,2018,9,9,18
403,40305,2018,24,9,33
403,40306,2018,28,24,52
403,40307,2018,3,9,12
403,40308,2018,13,16,29
404,40401,2018,17,13,30
404,40402,2018,14,13,27
404,40403,2018,15,13,28
404,40404,2018,30,20,50
404,40405,2018,15,11,26
404,40406,2018,15,7,22
405,40501,2018,40,21,61
405,40502,2018,38,43,81
405,40503,2018,23,10,33
405,40504,2018,27,16,43
405,40505,2018,7,4,11
406,40601,2018,27,25,52
406,40602,2018,15,16,31
406,40603,2018,12,6,18
406,40604,2018,10,1,11
407,40701,2018,34,24,58
407,40702,2018,17,21,38
407,40703,2018,21,9,30
408,40801,2018,49,25,74
408,40802,2018,8,8,16
408,40803,2018,18,13,31
409,40901,2018,61,63,124
409,40902,2018,11,8,19
410,41001,2018,58,30,88
410,41002,2018,32,17,49
410,41003,2018,64,36,100
410,41004,2018,1,1,2
410,41005,2018,1,0,1
501,50101,2018,187,121,308
501,50102,2018,5,3,8
501,50103,2018,6,3,9
501,50104,2018,8,4,12
501,50105,2018,7,1,8
502,50201,2018,88,78,166
502,50202,2018,25,24,49
502,50203,2018,32,20,52
502,50204,2018,13,5,18
502,50205,2018,9,8,17
502,50206,2018,18,6,24
502,50207,2018,9,4,13
503,50301,2018,79,64,143
503,50302,2018,5,6,11
503,50303,2018,29,14,43
503,50304,2018,10,10,20
503,50305,2018,27,6,33
503,50306,2018,3,3,6
503,50307,2018,19,13,32
503,50308,2018,16,4,20
503,50309,2018,31,11,42
504,50401,2018,45,21,66
504,50402,2018,6,11,17
504,50403,2018,5,3,8
504,50404,2018,0,1,1
505,50501,2018,31,28,59
505,50502,2018,11,14,25
505,50503,2018,52,26,78
505,50504,2018,21,18,39
506,50601,2018,89,44,133
506,50602,2018,5,1,6
506,50603,2018,6,5,11
506,50604,2018,13,4,17
506,50605,2018,3,2,5
507,50701,2018,36,28,64
507,50702,2018,6,4,10
507,50703,2018,6,0,6
507,50704,2018,18,10,28
508,50801,2018,34,24,58
508,50802,2018,5,6,11
508,50803,2018,6,5,11
508,50804,2018,4,3,7
508,50805,2018,3,2,5
508,50806,2018,6,5,11
508,50807,2018,7,6,13
509,50901,2018,5,9,14
509,50902,2018,6,3,9
509,50903,2018,4,4,8
509,50904,2018,8,2,10
509,50905,2018,6,4,10
509,50906,2018,15,13,28
510,51001,2018,26,18,44
510,51002,2018,21,5,26
510,51003,2018,3,5,8
510,51004,2018,5,8,13
511,51101,2018,14,8,22
511,51102,2018,1,2,3
511,51103,2018,3,6,9
511,51104,2018,2,2,4
511,51105,2018,2,3,5
601,60101,2018,37,31,68
601,60102,2018,8,4,12
601,60103,2018,18,15,33
601,60104,2018,23,23,46
601,60105,2018,21,18,39
601,60106,2018,12,6,18
601,60107,2018,3,2,5
601,60108,2018,100,63,163
612,61201,2018,6,5,11
601,60110,2018,0,0,0
601,60111,2018,17,9,26
601,60112,2018,69,43,112
601,60113,2018,3,2,5
601,60114,2018,5,2,7
601,60115,2018,41,34,75
601,60116,2018,1,1,2
602,60201,2018,48,54,102
602,60202,2018,13,11,24
602,60203,2018,8,6,14
602,60204,2018,6,1,7
602,60205,2018,1,2,3
602,60206,2018,4,4,8
603,60301,2018,49,38,87
603,60302,2018,13,9,22
603,60303,2018,15,7,22
603,60304,2018,9,8,17
603,60305,2018,1,3,4
603,60306,2018,1,1,2
603,60307,2018,3,2,5
603,60308,2018,3,1,4
603,60309,2018,10,4,14
604,60401,2018,30,30,60
604,60402,2018,1,1,2
604,60403,2018,10,8,18
605,60501,2018,31,20,51
605,60502,2018,60,20,80
605,60503,2018,4,5,9
605,60504,2018,12,7,19
605,60505,2018,22,9,31
605,60506,2018,2,1,3
606,60601,2018,67,36,103
606,60602,2018,14,2,16
606,60603,2018,15,6,21
607,60701,2018,36,24,60
613,61301,2018,32,12,44
607,60703,2018,46,25,71
607,60704,2018,12,10,22
608,60801,2018,42,35,77
608,60802,2018,29,19,48
608,60803,2018,16,14,30
608,60804,2018,17,9,26
608,60805,2018,3,5,8
608,60806,2018,12,3,15
609,60901,2018,45,21,66
610,61001,2018,57,34,91
610,61002,2018,14,13,27
610,61003,2018,39,17,56
610,61004,2018,22,11,33
611,61101,2018,67,26,93
611,61102,2018,25,11,36
701,70101,2018,244,159,403
701,70102,2018,47,25,72
701,70103,2018,27,11,38
701,70104,2018,34,13,47
702,70201,2018,97,83,180
702,70202,2018,24,14,38
702,70203,2018,70,48,118
702,70204,2018,37,23,60
702,70205,2018,135,70,205
702,70206,2018,6,7,13
702,70207,2018,11,11,22
703,70301,2018,100,65,165
703,70302,2018,16,9,25
703,70303,2018,6,4,10
703,70304,2018,7,11,18
703,70305,2018,22,10,32
703,70306,2018,13,8,21
704,70401,2018,27,13,40
704,70402,2018,27,15,42
704,70403,2018,46,17,63
704,70404,2018,12,16,28
705,70501,2018,26,22,48
705,70502,2018,55,34,89
705,70503,2018,24,19,43
706,70601,2018,58,33,91
706,70602,2018,3,4,7
706,70603,2018,15,12,27
706,70604,2018,20,16,36
706,70605,2018,19,8,27
101,10101,2019,38,42,80
101,10102,2019,56,37,93
101,10103,2019,106,82,188
101,10104,2019,70,66,136
101,10105,2019,71,80,151
101,10106,2019,76,62,138
101,10107,2019,74,73,147
101,10108,2019,41,41,82
101,10109,2019,207,189,396
101,10110,2019,175,146,321
101,10111,2019,128,119,247
102,10201,2019,44,78,122
102,10202,2019,76,49,125
102,10203,2019,81,78,159
103,10301,2019,145,143,288
103,10302,2019,96,92,188
103,10303,2019,43,38,81
103,10304,2019,50,45,95
103,10305,2019,31,41,72
103,10306,2019,13,8,21
103,10307,2019,30,36,66
103,10308,2019,13,4,17
103,10309,2019,8,10,18
103,10310,2019,27,25,52
103,10311,2019,56,53,109
103,10312,2019,34,45,79
103,10313,2019,43,45,88
104,10401,2019,48,38,86
104,10402,2019,19,15,34
104,10403,2019,12,15,27
104,10404,2019,6,1,7
104,10405,2019,6,5,11
104,10406,2019,6,8,14
104,10407,2019,1,1,2
104,10408,2019,10,6,16
104,10409,2019,6,4,10
105,10501,2019,36,17,53
105,10502,2019,8,7,15
105,10503,2019,4,6,10
106,10601,2019,101,72,173
106,10602,2019,6,6,12
106,10603,2019,24,17,41
106,10604,2019,16,11,27
106,10605,2019,2,1,3
106,10606,2019,0,2,2
106,10607,2019,16,16,32
107,10701,2019,49,40,89
107,10702,2019,17,12,29
107,10703,2019,15,15,30
107,10704,2019,2,1,3
107,10705,2019,4,1,5
107,10706,2019,0,2,2
107,10707,2019,2,1,3
108,10801,2019,123,144,267
108,10802,2019,7,5,12
108,10803,2019,65,47,112
108,10804,2019,37,54,91
108,10805,2019,84,72,156
108,10806,2019,3,9,12
108,10807,2019,86,56,142
109,10901,2019,47,24,71
109,10902,2019,6,8,14
109,10903,2019,44,21,65
109,10904,2019,21,15,36
109,10905,2019,26,18,44
109,10906,2019,6,7,13
110,11001,2019,55,42,97
110,11002,2019,23,23,46
110,11003,2019,5,4,9
110,11004,2019,41,48,89
110,11005,2019,79,74,153
111,11101,2019,73,44,117
111,11102,2019,23,21,44
111,11103,2019,37,31,68
111,11104,2019,53,45,98
111,11105,2019,28,15,43
112,11201,2019,20,21,41
112,11202,2019,6,9,15
112,11203,2019,16,7,23
112,11204,2019,7,7,14
112,11205,2019,7,2,9
113,11301,2019,80,88,168
113,11302,2019,44,21,65
113,11303,2019,34,43,77
113,11304,2019,52,41,93
113,11305,2019,34,27,61
114,11401,2019,119,121,240
114,11402,2019,13,14,27
114,11403,2019,56,45,101
115,11501,2019,79,98,177
115,11502,2019,40,44,84
115,11503,2019,12,8,20
115,11504,2019,25,21,46
116,11601,2019,6,9,15
116,11602,2019,8,3,11
116,11603,2019,5,2,7
116,11604,2019,1,3,4
116,11605,2019,1,3,4
117,11701,2019,26,11,37
117,11702,2019,4,1,5
117,11703,2019,2,10,12
118,11801,2019,94,83,177
118,11802,2019,41,34,75
118,11803,2019,16,9,25
118,11804,2019,36,29,65
119,11901,2019,154,106,260
119,11902,2019,10,10,20
119,11903,2019,100,68,168
119,11904,2019,22,18,40
119,11905,2019,21,17,38
119,11906,2019,17,12,29
119,11907,2019,19,12,31
119,11908,2019,30,8,38
119,11909,2019,5,6,11
119,11910,2019,6,3,9
119,11911,2019,16,8,24
119,11912,2019,5,1,6
120,12001,2019,16,12,28
120,12002,2019,3,0,3
120,12003,2019,3,8,11
120,12004,2019,6,6,12
120,12005,2019,2,1,3
120,12006,2019,6,5,11
201,20101,2019,245,210,455
201,20102,2019,124,81,205
201,20103,2019,25,13,38
201,20104,2019,73,51,124
201,20105,2019,50,45,95
201,20106,2019,42,28,70
201,20107,2019,25,18,43
201,20108,2019,62,54,116
201,20109,2019,35,25,60
201,20110,2019,56,58,114
201,20111,2019,29,15,44
201,20112,2019,34,29,63
201,20113,2019,26,19,45
201,20114,2019,3,5,8
202,20201,2019,45,41,86
202,20202,2019,14,9,23
202,20203,2019,35,25,60
202,20204,2019,25,16,41
202,20205,2019,11,11,22
202,20206,2019,23,11,34
202,20207,2019,12,10,22
202,20208,2019,16,13,29
202,20209,2019,16,7,23
202,20210,2019,9,3,12
202,20211,2019,5,7,12
202,20212,2019,0,0,0
202,20213,2019,10,17,27
202,20214,2019,6,6,12
203,20301,2019,60,56,116
203,20302,2019,16,18,34
203,20303,2019,23,18,41
203,20304,2019,36,23,59
203,20305,2019,19,14,33
203,20307,2019,22,29,51
203,20308,2019,20,19,39
204,20401,2019,11,5,16
204,20402,2019,1,1,2
204,20403,2019,6,3,9
204,20404,2019,6,3,9
205,20501,2019,35,36,71
205,20502,2019,12,17,29
205,20503,2019,11,9,20
205,20504,2019,6,8,14
205,20505,2019,6,8,14
205,20506,2019,8,2,10
205,20507,2019,9,4,13
205,20508,2019,2,1,3
206,20601,2019,54,46,100
206,20602,2019,7,8,15
206,20603,2019,6,11,17
206,20604,2019,8,9,17
206,20605,2019,16,10,26
206,20606,2019,6,7,13
206,20607,2019,3,7,10
206,20608,2019,14,17,31
207,20701,2019,17,17,34
207,20702,2019,35,24,59
207,20703,2019,23,23,46
207,20704,2019,8,6,14
207,20705,2019,7,4,11
207,20706,2019,17,11,28
207,20707,2019,16,9,25
208,20801,2019,34,32,66
208,20802,2019,11,5,16
208,20803,2019,9,16,25
208,20804,2019,22,12,34
208,20805,2019,8,2,10
209,20901,2019,34,26,60
209,20902,2019,3,4,7
209,20903,2019,4,5,9
209,20904,2019,15,10,25
209,20905,2019,8,1,9
210,21001,2019,119,109,228
210,21002,2019,27,32,59
210,21003,2019,1,0,1
210,21004,2019,60,28,88
210,21005,2019,29,17,46
210,21006,2019,43,20,63
210,21007,2019,43,23,66
210,21008,2019,23,8,31
210,21009,2019,19,16,35
210,21010,2019,7,2,9
210,21011,2019,26,14,40
210,21012,2019,6,4,10
210,21013,2019,39,20,59
211,21101,2019,19,15,34
211,21102,2019,6,4,10
211,21103,2019,3,1,4
211,21104,2019,2,3,5
211,21105,2019,3,1,4
211,21106,2019,3,1,4
211,21107,2019,2,3,5
212,21201,2019,29,35,64
212,21202,2019,14,13,27
212,21203,2019,2,1,3
212,21204,2019,11,4,15
212,21205,2019,5,0,5
213,21301,2019,38,22,60
213,21302,2019,10,13,23
213,21303,2019,20,21,41
213,21304,2019,18,11,29
213,21305,2019,13,8,21
213,21306,2019,9,4,13
213,21307,2019,8,6,14
213,21308,2019,11,9,20
214,21401,2019,47,22,69
214,21402,2019,4,0,4
214,21403,2019,12,9,21
214,21404,2019,5,4,9
215,21501,2019,23,17,40
215,21502,2019,3,3,6
215,21503,2019,1,2,3
215,21504,2019,13,10,23
216,21601,2019,21,9,30
216,21602,2019,2,2,4
216,21603,2019,5,1,6
301,30101,2019,68,80,148
301,30102,2019,57,37,94
301,30103,2019,59,38,97
301,30104,2019,63,67,130
301,30105,2019,50,60,110
301,30106,2019,44,35,79
301,30107,2019,38,25,63
301,30108,2019,18,13,31
301,30109,2019,39,26,65
301,30110,2019,9,9,18
301,30111,2019,14,14,28
302,30201,2019,83,67,150
302,30202,2019,18,18,36
302,30203,2019,34,29,63
302,30204,2019,17,13,30
302,30205,2019,31,33,64
303,30301,2019,60,46,106
303,30302,2019,39,42,81
303,30303,2019,14,13,27
303,30304,2019,28,28,56
303,30305,2019,39,25,64
303,30306,2019,26,20,46
303,30307,2019,10,10,20
303,30308,2019,28,12,40
304,30401,2019,32,19,51
304,30402,2019,24,14,38
304,30403,2019,8,11,19
305,30501,2019,101,88,189
305,30502,2019,26,19,45
305,30503,2019,0,1,1
305,30504,2019,11,9,20
305,30505,2019,15,11,26
305,30506,2019,12,5,17
305,30507,2019,6,5,11
305,30508,2019,8,6,14
305,30509,2019,18,11,29
305,30510,2019,8,2,10
305,30511,2019,14,12,26
305,30512,2019,11,12,23
306,30601,2019,12,15,27
306,30602,2019,24,10,34
306,30603,2019,9,8,17
307,30701,2019,93,71,164
307,30702,2019,16,16,32
307,30703,2019,6,4,10
307,30704,2019,13,7,20
307,30705,2019,9,6,15
308,30801,2019,68,68,136
308,30802,2019,25,15,40
308,30803,2019,12,14,26
308,30804,2019,2,1,3
401,40101,2019,101,86,187
401,40102,2019,71,80,151
401,40103,2019,110,101,211
401,40104,2019,51,49,100
401,40105,2019,2,1,3
402,40201,2019,19,23,42
402,40202,2019,30,18,48
402,40203,2019,15,14,29
402,40204,2019,14,7,21
402,40205,2019,22,23,45
402,40206,2019,19,15,34
403,40301,2019,44,32,76
403,40302,2019,17,16,33
403,40303,2019,18,18,36
403,40304,2019,3,6,9
403,40305,2019,15,19,34
403,40306,2019,23,22,45
403,40307,2019,12,5,17
403,40308,2019,14,5,19
404,40401,2019,30,25,55
404,40402,2019,13,12,25
404,40403,2019,32,15,47
404,40404,2019,23,19,42
404,40405,2019,11,4,15
404,40406,2019,13,6,19
405,40501,2019,44,36,80
405,40502,2019,38,30,68
405,40503,2019,15,14,29
405,40504,2019,24,22,46
405,40505,2019,9,11,20
406,40601,2019,33,25,58
406,40602,2019,16,15,31
406,40603,2019,4,6,10
406,40604,2019,8,6,14
407,40701,2019,29,26,55
407,40702,2019,26,20,46
407,40703,2019,12,12,24
408,40801,2019,23,21,44
408,40802,2019,13,12,25
408,40803,2019,20,18,38
409,40901,2019,63,52,115
409,40902,2019,10,14,24
410,41001,2019,63,29,92
410,41002,2019,32,15,47
410,41003,2019,64,36,100
410,41004,2019,3,3,6
410,41005,2019,0,0,0
501,50101,2019,164,119,283
501,50102,2019,8,7,15
501,50103,2019,7,1,8
501,50104,2019,12,5,17
501,50105,2019,6,2,8
502,50201,2019,115,81,196
502,50202,2019,16,20,36
502,50203,2019,27,26,53
502,50204,2019,16,4,20
502,50205,2019,12,6,18
502,50206,2019,15,10,25
502,50207,2019,6,9,15
503,50301,2019,78,72,150
503,50302,2019,7,5,12
503,50303,2019,32,19,51
503,50304,2019,20,12,32
503,50305,2019,7,8,15
503,50306,2019,9,4,13
503,50307,2019,27,16,43
503,50308,2019,20,13,33
503,50309,2019,25,9,34
504,50401,2019,42,30,72
504,50402,2019,6,7,13
504,50403,2019,9,4,13
504,50404,2019,5,2,7
505,50501,2019,30,26,56
505,50502,2019,15,14,29
505,50503,2019,54,39,93
505,50504,2019,35,25,60
506,50601,2019,77,59,136
506,50602,2019,4,2,6
506,50603,2019,5,3,8
506,50604,2019,6,6,12
506,50605,2019,2,3,5
507,50701,2019,43,29,72
507,50702,2019,6,2,8
507,50703,2019,4,4,8
507,50704,2019,17,10,27
508,50801,2019,17,23,40
508,50802,2019,5,1,6
508,50803,2019,7,1,8
508,50804,2019,6,2,8
508,50805,2019,5,0,5
508,50806,2019,2,6,8
508,50807,2019,13,6,19
509,50901,2019,14,7,21
509,50902,2019,3,5,8
509,50903,2019,6,3,9
509,50904,2019,8,3,11
509,50905,2019,3,3,6
509,50906,2019,7,5,12
510,51001,2019,33,22,55
510,51002,2019,24,13,37
510,51003,2019,6,0,6
510,51004,2019,6,3,9
511,51101,2019,8,7,15
511,51102,2019,1,1,2
511,51103,2019,3,4,7
511,51104,2019,2,1,3
511,51105,2019,1,3,4
601,60101,2019,45,44,89
601,60102,2019,15,4,19
601,60103,2019,24,4,28
601,60104,2019,28,21,49
601,60105,2019,23,14,37
601,60106,2019,7,7,14
601,60107,2019,5,1,6
601,60108,2019,96,76,172
612,61201,2019,9,10,19
601,60110,2019,0,0,0
601,60111,2019,26,9,35
601,60112,2019,74,53,127
601,60113,2019,4,3,7
601,60114,2019,5,6,11
601,60115,2019,50,36,86
601,60116,2019,1,0,1
602,60201,2019,54,45,99
602,60202,2019,16,12,28
602,60203,2019,15,8,23
602,60204,2019,0,3,3
602,60205,2019,4,2,6
602,60206,2019,7,4,11
603,60301,2019,47,43,90
603,60302,2019,14,7,21
603,60303,2019,10,5,15
603,60304,2019,6,9,15
603,60305,2019,1,1,2
603,60306,2019,1,0,1
603,60307,2019,3,4,7
603,60308,2019,2,0,2
603,60309,2019,6,7,13
604,60401,2019,46,20,66
604,60402,2019,2,0,2
604,60403,2019,10,3,13
605,60501,2019,28,23,51
605,60502,2019,29,22,51
605,60503,2019,7,3,10
605,60504,2019,16,4,20
605,60505,2019,8,14,22
605,60506,2019,4,0,4
606,60601,2019,70,43,113
606,60602,2019,6,6,12
606,60603,2019,15,9,24
607,60701,2019,51,33,84
613,61301,2019,32,21,53
607,60703,2019,47,32,79
607,60704,2019,16,9,25
608,60801,2019,28,23,51
608,60802,2019,35,20,55
608,60803,2019,26,13,39
608,60804,2019,11,7,18
608,60805,2019,8,5,13
608,60806,2019,3,4,7
609,60901,2019,40,41,81
610,61001,2019,75,36,111
610,61002,2019,16,8,24
610,61003,2019,42,23,65
610,61004,2019,40,9,49
611,61101,2019,46,23,69
611,61102,2019,26,12,38
701,70101,2019,253,137,390
701,70102,2019,37,27,64
701,70103,2019,22,10,32
701,70104,2019,18,14,32
702,70201,2019,100,66,166
702,70202,2019,27,19,46
702,70203,2019,70,47,117
702,70204,2019,30,23,53
702,70205,2019,109,70,179
702,70206,2019,2,3,5
702,70207,2019,8,10,18
703,70301,2019,103,62,165
703,70302,2019,29,18,47
703,70303,2019,1,2,3
703,70304,2019,6,4,10
703,70305,2019,20,11,31
703,70306,2019,12,8,20
703,70307,2019,6,3,9
704,70401,2019,24,16,40
704,70402,2019,32,17,49
704,70403,2019,45,19,64
704,70404,2019,18,12,30
705,70501,2019,28,17,45
705,70502,2019,48,30,78
705,70503,2019,34,11,45
706,70601,2019,49,49,98
706,70602,2019,0,2,2
706,70603,2019,25,11,36
706,70604,2019,24,19,43
706,70605,2019,15,12,27
101,10101,2020,58,50,108
101,10102,2020,42,42,84
101,10103,2020,123,87,210
101,10104,2020,86,60,146
101,10105,2020,96,70,166
101,10106,2020,82,76,158
101,10107,2020,133,90,223
101,10108,2020,49,36,85
101,10109,2020,267,211,478
101,10110,2020,201,207,408
101,10111,2020,141,113,254
102,10201,2020,56,49,105
102,10202,2020,71,49,120
102,10203,2020,89,87,176
103,10301,2020,166,137,303
103,10302,2020,132,97,229
103,10303,2020,55,45,100
103,10304,2020,41,48,89
103,10305,2020,51,31,82
103,10306,2020,8,13,21
103,10307,2020,36,24,60
103,10308,2020,14,9,23
103,10309,2020,11,8,19
103,10310,2020,33,34,67
103,10311,2020,50,64,114
103,10312,2020,54,54,108
103,10313,2020,66,44,110
104,10401,2020,35,37,72
104,10402,2020,23,22,45
104,10403,2020,10,10,20
104,10404,2020,2,7,9
104,10405,2020,5,3,8
104,10406,2020,7,2,9
104,10407,2020,4,5,9
104,10408,2020,13,8,21
104,10409,2020,5,5,10
105,10501,2020,40,28,68
105,10502,2020,8,11,19
105,10503,2020,4,3,7
106,10601,2020,110,85,195
106,10602,2020,6,7,13
106,10603,2020,20,16,36
106,10604,2020,16,23,39
106,10605,2020,3,3,6
106,10606,2020,3,1,4
106,10607,2020,25,23,48
107,10701,2020,64,49,113
107,10702,2020,13,9,22
107,10703,2020,14,11,25
107,10704,2020,0,1,1
107,10705,2020,3,2,5
107,10706,2020,3,0,3
107,10707,2020,4,4,8
108,10801,2020,152,135,287
108,10802,2020,16,8,24
108,10803,2020,66,49,115
108,10804,2020,40,35,75
108,10805,2020,85,91,176
108,10806,2020,15,3,18
108,10807,2020,81,66,147
109,10901,2020,53,23,76
109,10902,2020,15,9,24
109,10903,2020,34,34,68
109,10904,2020,23,20,43
109,10905,2020,23,21,44
109,10906,2020,3,4,7
110,11001,2020,51,45,96
110,11002,2020,36,24,60
110,11003,2020,11,6,17
110,11004,2020,68,38,106
110,11005,2020,94,68,162
111,11101,2020,56,49,105
111,11102,2020,28,23,51
111,11103,2020,39,26,65
111,11104,2020,61,55,116
111,11105,2020,14,18,32
112,11201,2020,23,28,51
112,11202,2020,9,6,15
112,11203,2020,13,4,17
112,11204,2020,13,2,15
112,11205,2020,6,4,10
113,11301,2020,105,102,207
113,11302,2020,35,24,59
113,11303,2020,35,41,76
113,11304,2020,48,38,86
113,11305,2020,39,41,80
