cod_canton,cod_distrito,pob_total_2011,pob_mujer_2011,pob_hombre_2011,por_0a14anhos_2011,por_15a65anhos_2011,por_mayor65anhos_2011,edad_media_2011,por_poburbana_2011,prom_hijos_2011,por_mujfertil_2011,por_madres_2011,por_madres_solteras_2011,por_madres_adolescentes_2011,poblacion_total_2022,pob_hombre_2022,pob_mujer_2022,cambio_mujer_porcent,cambio_hombre_porcent,cambio_total_porcent,cambio_mujer_absoluto,cambio_hombre_absoluto,cambio_total_absoluto
102,10203,21971,11834,10137,19.6,71,9.4,34.9,100,1.8,55.7,67.8,11.3,2.1,32361,15384,16977,43.46,51.76,47.29,5143.00,5247,10390
103,10301,33866,17819,16047,20.4,70.4,9.2,33.9,100,2.1,53.7,69.6,15.9,3.1,31783,15064,16719,-6.17,-6.13,-6.15,-1100.00,-983,-2083
103,10302,31805,16337,15468,24.3,69.5,6.2,30.7,95,2.2,57.3,69.1,13.7,3.2,38194,18251,19943,22.07,17.99,20.09,3606.00,2783,6389
103,10303,19481,10185,9296,25.8,68.6,5.7,29.9,100,2.2,57.1,70.8,16.4,4.6,19583,9394,10189,0.04,1.05,0.52,4.00,98,102
103,10304,15262,8190,7072,22.5,71.5,6,31.4,100,2.1,59.4,70.5,16.4,3.9,24008,11297,12711,55.20,59.74,57.31,4521.00,4225,8746
103,10305,9727,5117,4610,18.5,71.2,10.3,35.3,100,1.9,54.1,67.9,12.2,3.4,9360,4395,4965,-2.97,-4.66,-3.77,-152.00,-215,-367
103,10306,3772,1846,1926,24.6,68.3,7.1,31.7,13,2.4,54.8,67.6,11,2,4111,2022,2089,13.16,4.98,8.99,243.00,96,339
103,10307,11921,6061,5860,26,68.6,5.4,29.7,86.8,2.2,58.3,71.6,12.5,4.5,12756,6140,6616,9.16,4.78,7.00,555.00,280,835
103,10308,3905,1985,1920,27.3,66.4,6.4,30.2,0,2.5,54,69.5,11.2,4.3,4755,2290,2465,24.18,19.27,21.77,480.00,370,850
103,10309,3088,1557,1531,26.1,67.7,6.1,30.4,0,2.5,56.2,73.2,10.6,5.7,3465,1692,1773,13.87,10.52,12.21,216.00,161,377
103,10310,13175,6866,6309,22.6,70.6,6.8,32,100,2.1,55.2,71.1,15.2,2.3,13475,6380,7095,3.34,1.13,2.28,229.00,71,300
103,10311,23283,12217,11066,23.5,70.6,5.9,31.1,100,2.1,56.5,71.2,15.5,4.5,21408,10150,11258,-7.85,-8.28,-8.05,-959.00,-916,-1875
103,10312,15024,7878,7146,17.7,70.3,12,36.3,100,2,51.4,67.9,14.3,2,15666,7311,8355,6.05,2.31,4.27,477.00,165,642
103,10313,24102,12379,11723,29.9,66.2,3.9,27.3,100,2.6,56,75.7,18.5,8.6,24662,11823,12839,3.72,0.85,2.32,460.00,100,560
104,10401,11512,5871,5641,20.8,69.9,9.3,33.4,65.4,2.2,55.7,69.1,13.3,2.3,12189,5815,6374,8.57,3.08,5.88,503.00,174,677
104,10402,5866,2895,2971,22.2,68,9.8,33,0,2.5,55.1,69.2,12.2,3,7056,3455,3601,24.39,16.29,20.29,706.00,484,1190
104,10403,3692,1845,1847,23.1,68.4,8.4,31.9,5.5,2.5,57.1,65.5,8.5,1.5,5104,2448,2656,43.96,32.54,38.24,811.00,601,1412
104,10404,1182,588,594,22,66.3,11.7,34,0,2.4,56.3,62.9,13.6,0,1570,767,803,36.56,29.12,32.83,215.00,173,388
104,10405,1730,857,873,18.6,70.5,10.9,36.1,0,2.5,53.7,69.5,10.4,1.1,2156,1036,1120,30.69,18.67,24.62,263.00,163,426
104,10406,1436,686,750,22.6,65.3,12.2,34.5,0,2.8,50.9,66.1,13.5,1.3,1613,804,809,17.93,7.20,12.33,123.00,54,177
104,10407,666,330,336,18.6,71.6,9.8,33.5,0,2.2,60,67.3,8.6,0,907,451,456,38.18,34.23,36.19,126.00,115,241
104,10408,3889,1949,1940,23.4,68.9,7.7,31.3,0,2.2,57.8,67.8,12.4,4.2,4908,2359,2549,30.79,21.60,26.20,600.00,419,1019
104,10409,3031,1418,1613,24.5,66.2,9.3,32.7,0,3,54.2,69.8,8.5,1.9,3022,1550,1472,3.81,-3.91,-0.30,54.00,-63,-9
105,10501,9993,5090,4903,25.7,67.4,6.9,30.6,67.8,2.4,55,66.3,11.6,3.5,10674,5521,5153,1.24,12.60,6.81,63.00,618,681
105,10502,4394,2172,2222,29.1,65.3,5.6,28.4,32.1,2.5,54.6,65,11.2,2.1,4796,2552,2244,3.31,14.85,9.15,72.00,330,402
105,10503,1893,927,966,33.6,60.6,5.8,27,0,3.1,51.5,68.4,7.3,2.4,2340,1250,1090,17.58,29.40,23.61,163.00,284,447
106,10601,28191,14565,13626,24.5,69.6,5.9,30.7,94.2,2.2,56.8,70.1,15.1,3.6,29112,14412,14700,0.93,5.77,3.27,135.00,786,921
106,10602,1446,692,754,24.2,69.2,6.6,31.4,0,2.5,57.7,75.6,12.2,2.3,1848,936,912,31.79,24.14,27.80,220.00,182,402
106,10603,6499,3308,3191,23.7,68.9,7.3,31.2,35.4,2.4,58,69.3,13,4.2,7348,3641,3707,12.06,14.10,13.06,399.00,450,849
106,10604,6061,3044,3017,25.4,68.8,5.8,29.8,18.3,2.4,57.7,72.7,14.2,3.1,6302,3109,3193,4.89,3.05,3.98,149.00,92,241
106,10605,1521,759,762,30.1,61.6,8.3,29.4,0,2.9,52.2,71.8,9,4.1,1549,774,775,2.11,1.57,1.84,16.00,12,28
106,10606,498,256,242,27.3,66.9,5.8,29.5,38,2.6,52.3,71.4,18.2,10,508,253,255,-0.39,4.55,2.01,-1.00,11,10
106,10607,13676,6938,6738,26.1,68.1,5.8,29.8,80.6,2.3,55.9,73.6,15.7,5.8,12921,6440,6481,-6.59,-4.42,-5.52,-457.00,-298,-755
107,10701,16088,8344,7744,21.4,70.9,7.7,32.9,70,2,57.5,67.4,12.1,3.8,17274,8325,8949,7.25,7.50,7.37,605.00,581,1186
107,10702,4449,2327,2122,24,69.3,6.7,31.2,11.9,2.2,58.1,66.4,17.2,1.6,5292,2565,2727,17.19,20.88,18.95,400.00,443,843
107,10703,4703,2407,2296,24.3,67.4,8.3,31.7,6.1,2.4,55.4,71.5,15.4,2.9,4793,2319,2474,2.78,1.00,1.91,67.00,23,90
107,10704,379,178,201,24,67.8,8.2,30.7,0,2.3,59,72.2,9.4,5.6,656,341,315,76.97,69.65,73.09,137.00,140,277
107,10705,675,324,351,19.7,67.9,12.4,36.5,0,2.6,48.1,74.7,13,3.6,1111,554,557,71.91,57.83,64.59,233.00,203,436
107,10706,,,,,,,,,,,,,,1456,733,723,,,,,,
107,10707,,,,,,,,,,,,,,1766,895,871,,,,,,
108,10801,20663,11072,9591,15.5,68.5,16,39,100,1.9,49.2,67.2,14.7,2.3,20913,9791,11122,0.45,2.09,1.21,50.00,200,250
108,10802,2032,1108,924,17.1,68.1,14.8,37.6,100,2.1,48.8,68,18.8,0,2379,1122,1257,13.45,21.43,17.08,149.00,198,347
108,10803,18984,10085,8899,19,70.9,10.1,34.8,100,2,52.4,67.4,15.2,4.5,16894,7800,9094,-9.83,-12.35,-11.01,-991.00,-1099,-2090
108,10804,17370,9014,8356,20.5,72.6,6.9,32.9,99.3,1.9,56.9,66.8,12.8,2,22461,10565,11896,31.97,26.44,29.31,2882.00,2209,5091
108,10805,26033,13692,12341,22.2,70.2,7.6,32.4,100,2.1,54.6,70.5,15.8,4.4,31762,15058,16704,22.00,22.02,22.01,3012.00,2717,5729
108,10806,2538,1298,1240,25,68.2,6.8,30.1,38.4,2.2,55.9,70.6,14.2,3.8,3325,1568,1757,35.36,26.45,31.01,459.00,328,787
108,10807,27464,14546,12918,27,68.6,4.4,28.9,100,2.3,56.7,73.6,17.1,5.6,34370,16186,18184,25.01,25.30,25.15,3638.00,3268,6906
109,10901,11320,5941,5379,19.8,71.8,8.4,33.9,100,1.9,56.7,67.1,12.1,1.2,13186,6641,6545,10.17,23.46,16.48,604.00,1262,1866
109,10902,4304,2220,2084,26.3,68.3,5.3,29.6,45.7,2.3,55.3,72.1,16,6.9,4626,2371,2255,1.58,13.77,7.48,35.00,287,322
109,10903,15585,8177,7408,23.7,70.9,5.4,31.2,100,1.9,59.5,68.1,11.7,2.3,17516,8921,8595,5.11,20.42,12.39,418.00,1513,1931
109,10904,7200,3705,3495,22.9,69.7,7.3,32.3,94.2,2,57,68,12.5,2,9423,4773,4650,25.51,36.57,30.88,945.00,1278,2223
109,10905,8128,4269,3859,20.8,71.4,7.8,32.7,92.6,1.9,58.4,66.1,12.3,3,9393,4804,4589,7.50,24.49,15.56,320.00,945,1265
109,10906,2586,1312,1274,23.6,71.1,5.3,30.2,100,2.1,62,68.9,14.1,1.8,3876,1993,1883,43.52,56.44,49.88,571.00,719,1290
110,11001,11988,6208,5780,22.6,69.3,8.1,32.8,100,2.2,53.4,73.2,16.1,2.2,12611,6070,6541,5.36,5.02,5.20,333.00,290,623
110,11002,10506,5377,5129,26,68.3,5.7,30,100,2.2,57.4,71.1,12.7,3.2,9925,4762,5163,-3.98,-7.16,-5.53,-214.00,-367,-581
110,11003,4739,2409,2330,27.8,66.3,6,29.7,83.6,2.3,55.3,75.6,11.3,4.5,5164,2507,2657,10.29,7.60,8.97,248.00,177,425
110,11004,18721,9793,8928,26.1,68,5.9,29.8,100,2.4,55.3,74.5,17.1,4.3,17269,8309,8960,-8.51,-6.93,-7.76,-833.00,-619,-1452
110,11005,31649,16469,15180,29.3,66.6,4.1,27.7,100,2.4,56.9,74.3,18.9,6.4,36043,17328,18715,13.64,14.15,13.88,2246.00,2148,4394
111,11101,16625,8661,7964,19.8,72.3,7.9,33.6,99.3,1.9,57.3,66.9,11.9,1.1,18377,8841,9536,10.10,11.01,10.54,875.00,877,1752
111,11102,7040,3579,3461,21.1,71.8,7.1,32.5,90.2,1.9,57.9,63.6,12.3,1.7,8005,3892,4113,14.92,12.45,13.71,534.00,431,965
111,11103,9744,5010,4734,22.3,71.6,6.2,31.5,98.1,2.1,57.8,70.1,12.6,2.2,11193,5482,5711,13.99,15.80,14.87,701.00,748,1449
111,11104,20349,10604,9745,20.5,72.7,6.8,32.8,100,1.9,58.1,67.7,11.1,2,21161,10176,10985,3.59,4.42,3.99,381.00,431,812
111,11105,6728,3485,3243,24.8,69.7,5.4,30.3,82.8,2.2,56.7,69.2,13.8,3.9,8342,4111,4231,21.41,26.77,23.99,746.00,868,1614
112,11201,9016,4561,4455,23.9,68.7,7.5,31.4,15.3,2.4,57.6,69.8,14.9,3.6,10318,4853,5465,19.82,8.93,14.44,904.00,398,1302
112,11202,2406,1163,1243,23.3,65.5,11.2,34.2,0,3,51.8,71.1,7.5,0.9,2769,1387,1382,18.83,11.58,15.09,219.00,144,363
112,11203,4581,2314,2267,25.3,68,6.7,30.2,25,2.5,56.5,68.4,12.5,0.8,5878,2769,3109,34.36,22.14,28.31,795.00,502,1297
112,11204,1875,888,987,25.3,64.9,9.8,32.9,0,3.1,52.4,74.5,9.8,2.2,1875,914,961,8.22,-7.40,0.00,73.00,-73,0
112,11205,2331,1066,1265,25.3,64,10.6,33.1,0,3.4,52.2,75,9.7,5.9,1702,852,850,-20.26,-32.65,-26.98,-216.00,-413,-629
113,11301,21745,11743,10002,15.6,70.1,14.3,38.2,100,1.8,50.9,65.1,14.5,1.4,25978,12492,13486,14.84,24.90,19.47,1743.00,2490,4233
113,11302,5925,3028,2897,24.4,66.6,8.9,31.9,100,2.3,53.7,74.8,18.4,4,5527,2727,2800,-7.53,-5.87,-6.72,-228.00,-170,-398
113,11303,9986,5412,4574,15.1,71.8,13.1,38,100,1.8,50.5,63.6,13.5,1.3,10521,5029,5492,1.48,9.95,5.36,80.00,455,535
113,11304,13661,7216,6445,27.7,65.6,6.7,29.7,100,2.5,53.3,76.3,19.7,6.7,17219,8461,8758,21.37,31.28,26.04,1542.00,2016,3558
113,11305,13525,7179,6346,18.6,73.1,8.3,34.4,100,1.9,54.3,67.9,15.4,0.9,15347,7331,8016,11.66,15.52,13.47,837.00,985,1822
114,11401,30998,16791,14207,17,71.4,11.6,36.6,100,1.8,52.4,65.6,11.4,2.7,29397,13112,16285,-3.01,-7.71,-5.16,-506.00,-1095,-1601
114,11402,6154,3071,3083,24.1,69.1,6.8,31.2,94.4,2.1,56.4,68.1,9.6,3.7,8002,3648,4354,41.78,18.33,30.03,1283.00,565,1848
114,11403,19767,10316,9451,23.9,70.6,5.5,30.6,100,2,57.6,68.9,11.5,2.6,22147,10109,12038,16.69,6.96,12.04,1722.00,658,2380
115,11501,23977,12885,11092,13.1,74.2,12.8,37.2,100,1.6,55.8,57.7,13.4,1.6,23774,10997,12777,-0.84,-0.86,-0.85,-108.00,-95,-203
115,11502,10775,5743,5032,15.8,74.7,9.5,35.9,100,1.7,55.5,62.4,12.3,0.3,11712,5309,6403,11.49,5.50,8.70,660.00,277,937
115,11503,4688,2550,2138,13.5,76.9,9.7,34.5,100,1.4,61.1,51.8,14.8,0,4189,1926,2263,-11.25,-9.92,-10.64,-287.00,-212,-499
115,11504,9692,5044,4648,21.7,71.1,7.2,32.3,100,2,56.1,68.7,14.4,3.2,14187,6536,7651,51.69,40.62,46.38,2607.00,1888,4495
116,11601,1357,679,678,24.3,67.5,8.2,32.3,54.2,2.4,54.5,70.4,17.8,2.9,1587,829,758,11.63,22.27,16.95,79.00,151,230
116,11602,646,310,336,19.5,70.1,10.4,35.2,0,2.5,54.8,71.9,12,4.2,806,428,378,21.94,27.38,24.77,68.00,92,160
116,11603,1182,557,625,25.1,68.4,6.5,31,0,2.7,54.4,73.1,10.2,0,1236,650,586,5.21,4.00,4.57,29.00,25,54
116,11604,517,252,265,23.2,64.6,12.2,34.8,0,3.1,48,71.2,6.4,3.6,397,216,181,-28.17,-18.49,-23.21,-71.00,-49,-120
116,11605,1810,862,948,28,64.7,7.3,30.5,0,3.2,51,75.2,11.8,11.2,2147,1169,978,13.46,23.31,18.62,116.00,221,337
117,11701,4621,2381,2240,25.1,66.1,8.8,31.8,46.1,2.4,52.2,68.7,13.7,3.4,6030,3132,2898,21.71,39.82,30.49,517.00,892,1409
117,11702,524,252,272,26.3,68.1,5.5,28.7,0,2.6,53.2,67.4,4.8,0,843,445,398,57.94,63.60,60.88,146.00,173,319
117,11703,1803,916,887,27,66.8,6.2,29.5,0,2.4,55.7,66.4,8.8,4.2,2491,1327,1164,27.07,49.61,38.16,248.00,440,688
118,11801,28817,15484,13333,16.5,73,10.5,35.9,100,1.8,55,64.3,12.8,2.4,30574,14721,15853,2.38,10.41,6.10,369.00,1388,1757
